IP地址,端口号,国家（中文）,城市（中文）,省份（中文）
43.164.130.188,2378,韩国,首尔,首尔特别市
175.214.198.39,29606,韩国,釜山,釜山广域市
39.119.194.253,30020,韩国,大田,大田广域市
132.145.88.16,29206,韩国,首尔,首尔特别市
112.169.169.93,15021,韩国,Songpa,首尔特别市
119.196.168.108,19195,韩国,城南市,京畿道
218.154.216.119,19000,韩国,Jinju,庆尚南道
175.125.196.69,30022,韩国,Gangbuk,首尔特别市
222.236.127.92,12377,韩国,,忠清南道
121.169.124.127,12354,韩国,平泽市,京畿道
220.93.78.74,30016,韩国,首尔,首尔特别市
125.133.160.129,12226,韩国,Seo,仁川广域市
125.139.248.53,14418,韩国,群山市,全罗北道
39.116.30.91,30020,韩国,首尔,首尔特别市
121.136.151.218,30024,韩国,华城市,京畿道
121.130.41.237,11945,韩国,Jongno,首尔特别市
219.250.238.138,40008,韩国,Gwangjin,首尔特别市
138.2.120.118,56591,韩国,春川市,江原道
144.24.73.102,26443,韩国,春川市,江原道
158.180.69.5,17891,韩国,春川市,江原道
211.112.95.95,30018,韩国,Nam,仁川广域市
14.36.202.242,30002,韩国,首尔,首尔特别市
210.105.224.42,11505,韩国,Gwangsan,光州广域市
14.48.133.43,12152,韩国,Yeosu,全罗南道
132.226.236.172,29566,韩国,首尔,首尔特别市
140.238.19.56,15601,韩国,首尔,首尔特别市
121.153.32.79,30016,韩国,天安市,忠清南道
61.102.250.123,30265,韩国,首尔,首尔特别市
118.42.204.220,10948,韩国,Cheongyang,忠清南道
220.120.165.117,30016,韩国,水原市,京畿道
218.236.248.230,13115,韩国,Changwon,庆尚南道
132.145.82.81,33264,韩国,首尔,首尔特别市
121.158.201.153,30018,韩国,Gimhae,庆尚南道
220.84.137.110,30033,韩国,马山市,庆尚南道
132.226.20.129,44803,韩国,首尔,首尔特别市
125.136.152.137,17726,韩国,Gwangsan,光州广域市
121.135.22.254,20130,韩国,平泽市,京畿道
121.154.156.72,30016,韩国,益山市,全罗北道
158.247.212.144,20205,韩国,首尔,首尔特别市
193.123.244.75,33380,韩国,首尔,首尔特别市
220.92.158.117,15916,韩国,釜山,釜山广域市
175.203.2.185,30016,韩国,论山市,忠清南道
121.177.244.57,30018,韩国,Jinju,庆尚南道
119.195.168.105,12050,韩国,华城市,京畿道
116.93.199.28,19353,韩国,釜山,釜山广域市
180.71.243.211,30031,韩国,安养市,京畿道
130.162.134.53,38963,韩国,首尔,首尔特别市
125.129.129.66,30216,韩国,首尔,首尔特别市
59.4.217.107,12649,韩国,Geochang,庆尚南道
220.124.144.20,37797,韩国,城南市,京畿道
59.30.5.169,30020,韩国,,江原道
61.98.25.180,30015,韩国,Namwon,全罗北道
131.186.26.129,30443,韩国,首尔,首尔特别市
211.105.6.250,30016,韩国,水原市,京畿道
14.37.25.185,18996,韩国,Gimpo,京畿道
211.222.248.186,30015,韩国,华城市,京畿道
112.133.148.226,20016,韩国,Gwangsan,光州广域市
129.154.218.223,45242,韩国,首尔,首尔特别市
183.101.23.138,10090,韩国,安养市,京畿道
61.72.176.145,11405,韩国,Seodaemun,首尔特别市
119.204.136.44,11495,韩国,首尔,首尔特别市
112.167.47.83,23297,韩国,春川市,江原道
59.187.222.185,30031,韩国,Dongjak,首尔特别市
144.24.89.243,21693,韩国,春川市,江原道
220.125.246.45,13189,韩国,城南市,京畿道
59.1.44.36,30014,韩国,益山市,全罗北道
175.203.70.157,30008,韩国,大田,大田广域市
121.189.93.224,32797,韩国,Jeju,济州特别自治道
211.229.255.43,12615,韩国,首尔,首尔特别市
220.89.121.192,12932,韩国,Yeongju,庆尚北道
175.215.62.88,10912,韩国,Jinju,庆尚南道
211.198.0.110,12200,韩国,城南市,京畿道
14.48.40.171,17630,韩国,Gwangyang,全罗南道
59.6.239.208,19741,韩国,高阳市,京畿道
220.124.144.20,27396,韩国,城南市,京畿道
175.112.2.137,30031,韩国,首尔,首尔特别市
175.121.138.160,10390,韩国,Siheung,京畿道
220.125.207.242,12493,韩国,首尔,首尔特别市
221.142.48.159,12195,韩国,Buk,大邱广域市
61.247.94.91,30022,韩国,完州郡,全罗北道
211.187.105.228,30022,韩国,首尔,首尔特别市
222.103.164.117,11506,韩国,Gumi,庆尚北道
220.71.170.47,30024,韩国,Gwangsan,光州广域市
220.125.207.242,12313,韩国,首尔,首尔特别市
121.178.83.161,10057,韩国,,全罗南道
211.223.137.106,10693,韩国,Yeongam,全罗南道
218.157.158.21,11891,韩国,Yeongju,庆尚北道
121.124.114.17,12360,韩国,釜山,釜山广域市
39.120.214.134,15880,韩国,首尔,首尔特别市
211.230.64.93,10188,韩国,,忠清南道
59.27.196.169,40011,韩国,牙山市,忠清南道
119.206.150.63,10989,韩国,Gwangyang,全罗南道
118.32.22.94,30029,韩国,首尔,首尔特别市
59.29.26.147,40007,韩国,Cheorwon,江原道
220.122.102.26,30014,韩国,闻庆市,庆尚北道
175.201.162.208,30020,韩国,城南市,京畿道
175.209.67.85,30027,韩国,Gwangjin,首尔特别市
218.39.140.21,30030,韩国,Seongbuk,首尔特别市
220.80.75.163,27794,韩国,Gwangyang,全罗南道
218.155.104.63,15045,韩国,龙仁市,京畿道
146.56.172.100,44064,韩国,首尔,首尔特别市
58.228.111.139,30023,韩国,首尔,首尔特别市
117.123.23.173,30029,韩国,龙仁市,京畿道
146.56.146.21,27587,韩国,首尔,首尔特别市
121.181.116.10,30031,韩国,Dalseong,大邱广域市
221.142.48.159,19612,韩国,Buk,大邱广域市
61.80.195.236,19721,韩国,城南市,京畿道
175.214.198.39,17191,韩国,釜山,釜山广域市
61.77.61.17,12531,韩国,华城市,京畿道
220.125.207.242,11203,韩国,首尔,首尔特别市
220.72.249.218,30024,韩国,Mapo,首尔特别市
121.169.237.92,10591,韩国,Guri,京畿道
211.199.27.72,12120,韩国,,庆尚北道
112.165.88.235,12560,韩国,首尔,首尔特别市
112.163.215.224,11911,韩国,Haman,庆尚南道
14.48.133.43,13113,韩国,Yeosu,全罗南道
20.249.129.98,35578,韩国,首尔,首尔特别市
211.197.161.123,13782,韩国,蔚山,蔚山广域市
124.80.65.153,12069,韩国,Icheon,京畿道
121.55.156.97,13949,韩国,Dalseong,大邱广域市
111.171.72.36,10066,韩国,Dalseong,大邱广域市
59.30.34.64,30022,韩国,城南市,京畿道
121.170.1.188,10839,韩国,安山市,京畿道
218.158.216.218,30024,韩国,城南市,京畿道
183.104.233.94,10885,韩国,,庆尚南道
211.185.138.240,11763,韩国,Donghae,江原道
211.253.199.243,10545,韩国,,庆尚北道
112.161.192.230,10852,韩国,Paju,京畿道
202.30.19.4,11299,韩国,水原市,京畿道
110.34.103.239,17140,韩国,Seongbuk,首尔特别市
175.214.198.39,10537,韩国,釜山,釜山广域市
211.177.64.117,30023,韩国,首尔,首尔特别市
1.249.45.86,12112,韩国,Buk,光州广域市
121.134.214.38,30024,韩国,首尔,首尔特别市
220.90.180.182,30018,韩国,Geumsan,忠清南道
220.127.35.92,32328,韩国,华城市,京畿道
211.208.16.125,30015,韩国,釜山,釜山广域市
112.167.47.83,29788,韩国,春川市,江原道
14.32.38.125,32785,韩国,首尔,首尔特别市
61.254.251.182,30022,韩国,首尔,首尔特别市
14.53.126.77,30022,韩国,城南市,京畿道
220.74.120.102,30016,韩国,安山市,京畿道
220.92.115.8,30015,韩国,马山市,庆尚南道
211.38.255.87,30018,韩国,Yeongju,庆尚北道
115.23.234.198,30023,韩国,华城市,京畿道
49.246.90.67,25899,韩国,Gwangsan,光州广域市
14.40.15.171,19970,韩国,Jung,首尔特别市
119.199.164.158,30014,韩国,Sacheon,庆尚南道
211.194.173.59,30014,韩国,金泉市,庆尚北道
121.55.156.97,17910,韩国,Dalseong,大邱广域市
218.157.145.120,12134,韩国,Jeju,济州特别自治道
59.29.89.197,20114,韩国,,江原道
118.32.55.79,30012,韩国,加平郡,京畿道
124.153.180.85,10427,韩国,Jinju,庆尚南道
175.208.162.19,30075,韩国,Gwangjin,首尔特别市
1.236.186.119,15546,韩国,高阳市,京畿道
211.197.161.123,21672,韩国,蔚山,蔚山广域市
121.132.144.238,10414,韩国,杨州市,京畿道
112.163.211.77,19341,韩国,固城郡,庆尚南道
121.191.68.185,10531,韩国,Cheongwon,忠清北道
112.165.88.235,11800,韩国,首尔,首尔特别市
223.222.195.84,11654,韩国,平泽市,京畿道
175.214.125.233,12756,韩国,Seodaemun,首尔特别市
1.249.45.86,27999,韩国,Buk,光州广域市
138.2.127.213,50163,韩国,春川市,江原道
175.214.198.39,34468,韩国,釜山,釜山广域市
152.70.94.209,50031,韩国,首尔,首尔特别市
146.56.44.42,35622,韩国,首尔,首尔特别市
221.148.135.215,30018,韩国,Guri,京畿道
158.179.173.253,41458,韩国,春川市,江原道
211.197.161.123,19294,韩国,蔚山,蔚山广域市
210.183.11.2,30015,韩国,水原市,京畿道
112.184.94.152,30015,韩国,全州市,全罗北道
193.122.97.248,35753,韩国,首尔,首尔特别市
218.150.33.69,37783,韩国,Daegu,大邱广域市
211.202.41.149,30024,韩国,高阳市,京畿道
121.152.118.98,22085,韩国,,忠清南道
218.148.7.82,30016,韩国,水原市,京畿道
218.156.233.76,30020,韩国,Buk,光州广域市
220.125.246.45,12386,韩国,城南市,京畿道
175.214.198.39,33995,韩国,釜山,釜山广域市
211.198.215.67,16034,韩国,Buk,光州广域市
211.251.27.149,16025,韩国,Cheongdo,庆尚北道
112.168.104.94,30023,韩国,华城市,京畿道
211.230.107.148,12555,韩国,城南市,京畿道
124.111.222.10,32262,韩国,Gwangsan,光州广域市
211.194.135.116,30016,韩国,天安市,忠清南道
112.164.177.150,30022,韩国,Boseong,全罗南道
125.134.123.178,30026,韩国,釜山,釜山广域市
61.102.250.123,18587,韩国,首尔,首尔特别市
211.49.40.6,30020,韩国,安养市,京畿道
121.170.1.188,14690,韩国,安山市,京畿道
220.71.170.1,10102,韩国,Gwangsan,光州广域市
211.213.238.131,30020,韩国,釜山,釜山广域市
144.24.72.29,632,韩国,春川市,江原道
211.238.83.146,26354,韩国,Nam,仁川广域市
211.209.242.84,30024,韩国,首尔,首尔特别市
125.137.0.188,30020,韩国,城南市,京畿道
211.197.161.123,13616,韩国,蔚山,蔚山广域市
121.187.14.227,12145,韩国,原州市,江原道
61.102.250.123,14309,韩国,首尔,首尔特别市
221.150.172.26,10215,韩国,乌山市,京畿道
220.85.201.216,10448,韩国,Gimpo,京畿道
121.163.210.217,10208,韩国,Yangpyeong,京畿道
110.35.104.241,11770,韩国,首尔,首尔特别市
210.95.202.199,30033,韩国,Jeju,济州特别自治道
211.223.20.54,11087,韩国,Gwangsan,光州广域市
211.223.28.36,10525,韩国,Boseong,全罗南道
146.56.37.164,11581,韩国,首尔,首尔特别市
39.120.214.134,11090,韩国,首尔,首尔特别市
222.99.42.20,30015,韩国,城南市,京畿道
116.93.199.28,10296,韩国,釜山,釜山广域市
59.16.86.130,18500,韩国,富川市,京畿道
175.214.198.39,10450,韩国,釜山,釜山广域市
211.197.161.123,24024,韩国,蔚山,蔚山广域市
221.153.129.12,11196,韩国,安养市,京畿道
210.94.87.84,30024,韩国,Gangnam,首尔特别市
112.184.45.203,30020,韩国,Jeju,济州特别自治道
14.48.133.43,12580,韩国,Yeosu,全罗南道
220.75.186.189,30022,韩国,安养市,京畿道
121.153.163.68,30029,韩国,城南市,京畿道
121.158.201.153,30016,韩国,Gimhae,庆尚南道
59.1.185.202,14397,韩国,群山市,全罗北道
211.197.161.123,22054,韩国,蔚山,蔚山广域市
129.154.209.165,32775,韩国,首尔,首尔特别市
211.197.161.123,13313,韩国,蔚山,蔚山广域市
118.47.196.252,30031,韩国,原州市,江原道
116.93.199.28,27127,韩国,釜山,釜山广域市
14.55.153.119,30002,韩国,全州市,全罗北道
118.35.75.140,30014,韩国,蔚山,蔚山广域市
129.154.53.212,627,韩国,春川市,江原道
218.154.216.119,12616,韩国,Jinju,庆尚南道
193.122.121.34,46550,韩国,首尔,首尔特别市
121.179.239.22,30015,韩国,顺天市,全罗南道
220.125.246.45,13761,韩国,城南市,京畿道
121.170.1.188,12200,韩国,安山市,京畿道
125.139.46.163,30015,韩国,Namwon,全罗北道
121.168.144.41,12511,韩国,水原市,京畿道
114.200.58.47,30023,韩国,梁山市,庆尚南道
220.78.129.86,12192,韩国,华城市,京畿道
61.81.133.208,12088,韩国,首尔,首尔特别市
119.192.158.53,25095,韩国,Seodaemun,首尔特别市
118.47.238.248,30015,韩国,城南市,京畿道
220.84.199.128,12621,韩国,梁山市,庆尚南道
27.102.112.112,12389,韩国,城南市,京畿道
110.9.76.253,30016,韩国,Uijeongbu,京畿道
211.197.161.123,11036,韩国,蔚山,蔚山广域市
175.200.150.97,12177,韩国,Gimhae,庆尚南道
221.157.139.47,12404,韩国,城南市,京畿道
211.245.79.29,19318,韩国,Buk,大邱广域市
112.72.202.60,10928,韩国,Cheongwon,忠清北道
122.254.131.97,10297,韩国,釜山,釜山广域市
220.121.22.18,12118,韩国,Gimpo,京畿道
146.56.45.128,32157,韩国,首尔,首尔特别市
220.71.116.165,30032,韩国,Gwangsan,光州广域市
219.250.238.138,40006,韩国,Gwangjin,首尔特别市
221.161.215.4,40011,韩国,釜山,釜山广域市
211.197.161.123,10977,韩国,蔚山,蔚山广域市
59.2.230.87,19735,韩国,益山市,全罗北道
211.228.114.200,30022,韩国,Jeju,济州特别自治道
210.179.134.242,30720,韩国,Gwangsan,光州广域市
58.233.169.184,30016,韩国,首尔,首尔特别市
1.235.62.20,30015,韩国,Yongsan,首尔特别市
121.143.95.1,30016,韩国,Gimpo,京畿道
39.122.246.155,30016,韩国,平泽市,京畿道
118.34.210.227,13553,韩国,水原市,京畿道
116.93.199.28,24529,韩国,釜山,釜山广域市
175.214.198.39,24070,韩国,釜山,釜山广域市
158.247.250.103,12807,韩国,首尔,首尔特别市
220.81.10.138,13184,韩国,城南市,京畿道
175.204.150.168,30014,韩国,Dangjin,忠清南道
116.93.199.28,23705,韩国,釜山,釜山广域市
121.153.128.196,10060,韩国,大田,大田广域市
130.162.136.211,41141,韩国,首尔,首尔特别市
220.84.199.128,12147,韩国,梁山市,庆尚南道
39.120.214.134,11081,韩国,首尔,首尔特别市
125.133.160.129,12091,韩国,Seo,仁川广域市
121.149.184.150,20476,韩国,Yeosu,全罗南道
39.123.185.243,30022,韩国,富川市,京畿道
221.167.79.231,15644,韩国,马山市,庆尚南道
59.187.222.185,30029,韩国,Dongjak,首尔特别市
112.163.215.224,11485,韩国,Haman,庆尚南道
110.12.241.155,11063,韩国,Guro,首尔特别市
121.186.52.169,10382,韩国,Buan,全罗北道
221.139.39.51,30020,韩国,首尔,首尔特别市
211.224.59.175,12195,韩国,Chilgok,庆尚北道
112.168.104.94,30014,韩国,华城市,京畿道
59.29.89.197,13657,韩国,,江原道
211.197.161.123,23894,韩国,蔚山,蔚山广域市
211.238.83.146,40007,韩国,Nam,仁川广域市
121.151.14.14,40008,韩国,Buk,大邱广域市
221.164.132.47,30014,韩国,Buk,大邱广域市
59.3.115.115,17169,韩国,Gwangsan,光州广域市
220.120.42.36,18995,韩国,Gwangju,京畿道
222.102.84.36,30016,韩国,Buk,光州广域市
220.72.211.204,32803,韩国,首尔,首尔特别市
118.34.244.31,30016,韩国,水原市,京畿道
14.44.17.159,30023,韩国,Geoje,庆尚南道
61.102.250.123,19129,韩国,首尔,首尔特别市
211.199.37.250,30016,韩国,倭馆邑,庆尚北道
221.151.79.233,30024,韩国,Yeongdeungpo,首尔特别市
211.48.77.114,24095,韩国,首尔,首尔特别市
121.150.144.167,16914,韩国,Buk,大邱广域市
39.122.78.8,30012,韩国,釜山,釜山广域市
180.71.243.211,30014,韩国,安养市,京畿道
61.99.227.80,30018,韩国,首尔,首尔特别市
175.214.198.39,11645,韩国,釜山,釜山广域市
132.226.173.210,61220,韩国,首尔,首尔特别市
112.166.47.132,30018,韩国,大田,大田广域市
121.183.225.213,10150,韩国,天安市,忠清南道
221.157.139.47,10287,韩国,城南市,京畿道
183.97.71.221,18304,韩国,Dongducheon,京畿道
220.77.9.149,30035,韩国,蔚山,蔚山广域市
121.153.209.24,30016,韩国,Dangjin,忠清南道
218.149.134.84,30018,韩国,Gwangsan,光州广域市
220.78.7.17,12390,韩国,水原市,京畿道
61.81.48.161,30015,韩国,天安市,忠清南道
121.161.114.201,10528,韩国,高阳市,京畿道
218.148.147.11,30015,韩国,城南市,京畿道
121.174.193.144,30014,韩国,釜山,釜山广域市
121.152.118.98,22120,韩国,,忠清南道
121.168.75.204,14986,韩国,华城市,京畿道
222.99.201.207,11961,韩国,Gwangju,京畿道
221.145.146.223,30015,韩国,大田,大田广域市
175.214.198.39,37254,韩国,釜山,釜山广域市
175.215.249.172,10962,韩国,蔚山,蔚山广域市
8.220.202.66,44209,韩国,首尔,首尔特别市
112.167.218.150,37351,韩国,Jincheon,忠清北道
58.122.140.131,30022,韩国,Sacheon,庆尚南道
116.93.199.28,23375,韩国,釜山,釜山广域市
210.113.101.117,30014,韩国,Dongjak,首尔特别市
118.44.220.237,30016,韩国,首尔,首尔特别市
14.37.103.127,12524,韩国,Seo,仁川广域市
119.56.238.229,16226,韩国,Gumi,庆尚北道
183.104.92.31,11654,韩国,Geoje,庆尚南道
112.163.215.224,12172,韩国,Haman,庆尚南道
183.104.92.31,13707,韩国,Geoje,庆尚南道
14.37.103.127,10903,韩国,Seo,仁川广域市
112.162.138.75,30015,韩国,梁山市,庆尚南道
61.102.250.123,11781,韩国,首尔,首尔特别市
61.102.250.123,10966,韩国,首尔,首尔特别市
59.29.45.231,12417,韩国,Cheorwon,江原道
64.110.81.92,57130,韩国,首尔,首尔特别市
211.251.27.149,10968,韩国,Cheongdo,庆尚北道
125.133.160.129,10752,韩国,Seo,仁川广域市
175.196.171.78,14116,韩国,安山市,京畿道
129.154.215.179,45359,韩国,首尔,首尔特别市
222.108.38.59,30018,韩国,Yeongdeungpo,首尔特别市
183.108.118.164,30012,韩国,城南市,京畿道
222.121.16.142,30016,韩国,Hongcheon,江原道
220.88.3.5,32804,韩国,龙仁市,京畿道
193.123.241.3,51686,韩国,首尔,首尔特别市
183.97.188.34,28487,韩国,高阳市,京畿道
222.97.9.166,30014,韩国,釜山,釜山广域市
43.128.134.26,446,韩国,首尔,首尔特别市
119.195.168.105,15211,韩国,华城市,京畿道
218.37.77.68,16523,韩国,Siheung,京畿道
220.75.220.36,14973,韩国,Gangnam,首尔特别市
118.43.215.218,30020,韩国,Jeju,济州特别自治道
222.104.240.250,11933,韩国,城南市,京畿道
121.158.68.235,18388,韩国,城南市,京畿道
211.197.161.123,12067,韩国,蔚山,蔚山广域市
175.214.198.39,11529,韩国,釜山,釜山广域市
220.84.199.128,10886,韩国,梁山市,庆尚南道
118.35.75.140,30012,韩国,蔚山,蔚山广域市
183.108.84.157,12531,韩国,杨口郡,江原道
118.35.248.204,11682,韩国,Changwon,庆尚南道
146.56.106.51,56271,韩国,春川市,江原道
219.240.250.119,30020,韩国,Chilgok,庆尚北道
124.80.20.114,40007,韩国,龙仁市,京畿道
218.154.126.196,19415,韩国,,庆尚南道
211.197.161.123,12032,韩国,蔚山,蔚山广域市
202.30.23.86,30020,韩国,水原市,京畿道
146.56.140.152,50132,韩国,首尔,首尔特别市
121.154.97.193,10125,韩国,全州市,全罗北道
125.141.32.222,10258,韩国,Dongjak,首尔特别市
118.38.198.209,40014,韩国,釜山,釜山广域市
220.87.221.136,30022,韩国,城南市,京畿道
14.34.127.157,30018,韩国,安养市,京畿道
59.27.113.110,30014,韩国,城南市,京畿道
14.40.15.171,34534,韩国,Jung,首尔特别市
61.102.250.123,17134,韩国,首尔,首尔特别市
222.108.243.194,15733,韩国,首尔,首尔特别市
132.226.225.78,53914,韩国,首尔,首尔特别市
121.130.24.109,30020,韩国,首尔,首尔特别市
121.132.24.246,30015,韩国,高阳市,京畿道
132.145.83.234,23333,韩国,首尔,首尔特别市
121.190.86.215,22002,韩国,城南市,京畿道
211.55.151.167,30015,韩国,南洞区,仁川广域市
59.23.164.34,15238,韩国,Dalseong,大邱广域市
59.16.25.39,11932,韩国,Bupyeong,仁川广域市
211.194.173.59,30018,韩国,金泉市,庆尚北道
211.197.161.123,15785,韩国,蔚山,蔚山广域市
58.124.135.229,30018,韩国,Buk,大邱广域市
221.164.220.239,12538,韩国,Yeongdeok,庆尚北道
121.152.118.98,10227,韩国,,忠清南道
223.222.195.84,15928,韩国,平泽市,京畿道
112.186.247.102,10137,韩国,Goesan,忠清北道
175.206.226.93,10305,韩国,城南市,京畿道
175.199.77.12,18131,韩国,马山市,庆尚南道
121.166.96.176,18182,韩国,首尔,首尔特别市
183.96.97.206,15856,韩国,Gangbuk,首尔特别市
158.247.217.58,25867,韩国,首尔,首尔特别市
193.123.227.64,45737,韩国,首尔,首尔特别市
59.21.222.46,30018,韩国,密阳市,庆尚南道
193.123.229.7,44648,韩国,首尔,首尔特别市
121.130.41.237,11892,韩国,Jongno,首尔特别市
112.162.160.158,30016,韩国,Gimhae,庆尚南道
121.150.141.193,30027,韩国,Buk,大邱广域市
111.65.134.21,36210,韩国,Buk,大邱广域市
125.128.27.185,30015,韩国,Seongbuk,首尔特别市
152.70.252.132,45781,韩国,首尔,首尔特别市
211.197.161.123,13224,韩国,蔚山,蔚山广域市
115.94.177.42,30022,韩国,首尔,首尔特别市
211.177.219.230,18983,韩国,全州市,全罗北道
218.157.157.166,30016,韩国,Uiseong,庆尚北道
114.201.222.64,15602,韩国,Guro,首尔特别市
210.105.105.164,30014,韩国,Gumi,庆尚北道
221.157.139.47,12069,韩国,城南市,京畿道
121.180.247.113,33342,韩国,浦项市,庆尚北道
146.56.37.45,22443,韩国,首尔,首尔特别市
222.232.217.173,30016,韩国,水原市,京畿道
1.237.220.123,14200,韩国,首尔,首尔特别市
131.186.25.111,40857,韩国,首尔,首尔特别市
121.170.200.232,12208,韩国,Dongjak,首尔特别市
116.93.199.28,14203,韩国,釜山,釜山广域市
221.157.139.47,10395,韩国,城南市,京畿道
121.164.156.90,30014,韩国,Uijeongbu,京畿道
132.226.236.172,57402,韩国,首尔,首尔特别市
218.147.114.82,30018,韩国,Siheung,京畿道
121.163.114.5,13200,韩国,Paju,京畿道
211.114.182.209,10310,韩国,Namyangju,京畿道
222.97.243.235,11112,韩国,釜山,釜山广域市
183.104.92.31,11699,韩国,Geoje,庆尚南道
183.101.23.138,10242,韩国,安养市,京畿道
140.238.28.173,54809,韩国,首尔,首尔特别市
180.70.206.32,30020,韩国,龙仁市,京畿道
220.80.20.7,30022,韩国,Gangjin,全罗南道
112.167.252.159,30014,韩国,忠州市,忠清北道
121.153.173.117,30016,韩国,城南市,京畿道
121.157.71.100,30016,韩国,河南市,京畿道
58.229.126.162,22817,韩国,Changwon,庆尚南道
118.32.55.79,30014,韩国,加平郡,京畿道
59.16.25.39,19475,韩国,Bupyeong,仁川广域市
59.6.239.208,30191,韩国,高阳市,京畿道
121.170.78.63,30023,韩国,华城市,京畿道
220.73.127.225,11958,韩国,,江原道
125.130.79.238,30024,韩国,水原市,京畿道
211.251.27.149,11542,韩国,Cheongdo,庆尚北道
1.232.206.121,12409,韩国,Seongbuk,首尔特别市
218.153.108.173,12382,韩国,首尔,首尔特别市
61.102.250.123,21433,韩国,首尔,首尔特别市
211.252.22.118,30014,韩国,Siheung,京畿道
110.35.213.37,30014,韩国,Chilgok,庆尚北道
61.102.250.123,10571,韩国,首尔,首尔特别市
116.93.199.28,16020,韩国,釜山,釜山广域市
125.143.88.47,11671,韩国,城南市,京畿道
61.102.250.123,10786,韩国,首尔,首尔特别市
112.172.202.53,10639,韩国,Yeongdeungpo,首尔特别市
169.212.190.33,14517,韩国,城南市,京畿道
59.1.185.202,14475,韩国,群山市,全罗北道
124.80.53.72,12069,韩国,龙仁市,京畿道
218.153.122.205,11647,韩国,Guri,京畿道
146.56.180.61,50873,韩国,首尔,首尔特别市
175.196.171.78,12144,韩国,安山市,京畿道
132.145.88.16,37047,韩国,首尔,首尔特别市
106.242.64.238,40012,韩国,Dongjak,首尔特别市
193.123.241.31,33268,韩国,首尔,首尔特别市
14.53.180.21,13705,韩国,加平郡,京畿道
183.105.38.87,37124,韩国,Buk,光州广域市
221.145.101.165,30015,韩国,首尔,首尔特别市
61.102.250.123,18974,韩国,首尔,首尔特别市
119.192.158.53,32779,韩国,Seodaemun,首尔特别市
39.116.30.91,30012,韩国,首尔,首尔特别市
119.204.136.44,15023,韩国,首尔,首尔特别市
112.167.218.150,34915,韩国,Jincheon,忠清北道
103.5.128.120,30018,韩国,Buk,大邱广域市
121.166.253.13,30038,韩国,Gangnam,首尔特别市
221.157.139.47,13113,韩国,城南市,京畿道
146.56.118.76,52198,韩国,春川市,江原道
125.133.160.129,12227,韩国,Seo,仁川广域市
118.41.25.147,30014,韩国,Buk,大邱广域市
119.203.217.216,12415,韩国,保宁市,忠清南道
118.38.198.209,40008,韩国,釜山,釜山广域市
121.173.113.144,30016,韩国,Bupyeong,仁川广域市
175.212.45.195,12053,韩国,城南市,京畿道
124.216.61.15,29302,韩国,蔚山,蔚山广域市
220.87.38.123,30023,韩国,城南市,京畿道
118.41.181.140,14776,韩国,Dalseong,大邱广域市
211.251.27.149,10204,韩国,Cheongdo,庆尚北道
59.6.239.208,10557,韩国,高阳市,京畿道
183.103.167.69,12118,韩国,釜山,釜山广域市
211.114.104.147,10449,韩国,Guri,京畿道
114.204.117.186,10609,韩国,Buk,大邱广域市
146.56.41.84,6973,韩国,首尔,首尔特别市
211.223.170.118,30030,韩国,Gwangsan,光州广域市
1.233.37.191,30016,韩国,Guri,京畿道
211.195.227.240,20271,韩国,Gimpo,京畿道
61.102.250.123,19380,韩国,首尔,首尔特别市
175.215.175.175,30035,韩国,昌宁郡,庆尚南道
211.222.114.14,30014,韩国,城南市,京畿道
118.35.143.136,30042,韩国,蔚山,蔚山广域市
118.42.67.190,30015,韩国,公州市,忠清南道
175.212.44.200,30012,韩国,Icheon,京畿道
211.197.161.123,21192,韩国,蔚山,蔚山广域市
140.238.28.255,12353,韩国,首尔,首尔特别市
112.186.198.253,11519,韩国,Cheongwon,忠清北道
14.39.197.208,12120,韩国,Seodaemun,首尔特别市
129.154.205.220,56222,韩国,首尔,首尔特别市
211.197.161.123,10428,韩国,蔚山,蔚山广域市
131.186.23.16,26799,韩国,首尔,首尔特别市
59.22.160.123,12099,韩国,Changwon,庆尚南道
175.114.235.71,58340,韩国,Jongno,首尔特别市
175.196.171.78,16905,韩国,安山市,京畿道
221.154.46.231,40008,韩国,南洞区,仁川广域市
220.85.48.245,30020,韩国,首尔,首尔特别市
218.158.216.218,30016,韩国,城南市,京畿道
58.123.81.105,30014,韩国,Dongjak,首尔特别市
175.208.162.19,40008,韩国,Gwangjin,首尔特别市
121.170.245.153,18976,韩国,江华,仁川广域市
222.99.209.10,30015,韩国,平泽市,京畿道
121.176.211.233,30015,韩国,蔚山,蔚山广域市
211.228.123.55,28498,韩国,Dong,大邱广域市
121.168.35.34,30023,韩国,龙仁市,京畿道
218.148.35.119,30015,韩国,水原市,京畿道
218.155.23.9,12184,韩国,城南市,京畿道
115.23.244.98,30016,韩国,华城市,京畿道
152.70.249.37,22443,韩国,首尔,首尔特别市
222.114.188.181,16410,韩国,城南市,京畿道
211.253.199.243,16090,韩国,,庆尚北道
112.121.224.26,30020,韩国,Gwangsan,光州广域市
112.184.246.22,30018,韩国,江陵市,江原道
175.205.95.168,30022,韩国,Cheongwon,忠清北道
211.207.221.38,11479,韩国,首尔,首尔特别市
119.196.21.70,10810,韩国,Yeongdeungpo,首尔特别市
125.133.160.129,26228,韩国,Seo,仁川广域市
220.118.248.123,10408,韩国,Mapo,首尔特别市
220.120.42.36,10833,韩国,Gwangju,京畿道
